  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 89281 242     0.450000 0.779423 0.000000                              e .00 .999999  .344916     0     0     1     0  3541  .341376
 89282 343     0.625000 1.082532 0.000000                              e .00 .999999  .034426     0     0     2     0  2587  .031841
 89283 444     0.800000 1.385641 0.000000                              e .00 .999999 -.054554     0     0     2     0  2285 -.056837
 89284 434     0.950000 1.645448 0.000000                              e .00 .999999 -.072264     0     0     3     0  2154 -.074415
 89285 545     1.000000 1.732051 0.000000                              e .00 .999999 -.072764     0     0     2     0  2113 -.074875
 89286 535     1.050000 1.818653 0.000000                              e .00 .999999 -.071664     0     0     4     0  2084 -.073744
 89287 646     1.250000 2.165064 0.000000                              e .00 .999999 -.058494     0     0     1     0  2053 -.060546
 89301 101     0.300000 0.000000 1.100000                              p .01 .989060  .596050    28  1161    19   544  2232  .593832
 89302 104     0.300000 0.000000 2.050000                              L .22 .986520  .297220  -200  1439    35   649  2714  .294397
 89303 105     0.300000 0.000000 2.400000                              p .01 .987550  .270918  -196   861    54   565  2824  .268142
 89304 107     0.300000 0.000000 3.700000                              p .01 .989159  .237739   -47   666     5   439  2801  .234939
 89305 121     0.300000 0.522810 0.905533                              p .01 .987887  .605019   141  1967   -10   643  2512  .602490
 89306 122     0.300000 0.624247 1.081227                              L .22 .986991  .469645  -100  2141    -2   663  2345  .467150
 89307 123     0.300000 0.825874 1.430457                              L .22 .985293  .348509  -110  2152    17   756  2454  .345904
 89308 124     0.300000 1.001684 1.734967                              p .01 .984604  .300283   227  1503    59   807  2727  .297607
 89309 125     0.300000 1.177222 2.039008                              p .01 .985934  .273016   248  1322    21   689  2833  .270197
 89310 126     0.300000 1.427738 2.472916                              p .01 .988670  .251769   141  1311    32   483  2896  .248899
 89311 127     0.300000 1.828249 3.166620                              p .01 .988855  .238025   -95   997    42   468  2811  .235251
 89312 141     0.300000 0.785171 0.453319                              L .22 .989777  .642293   -19  2066   -14   474  3221  .638953
 89313 142     0.300000 0.966190 0.557830                              L .22 .987943  .493440    23  2029   -55   588  2545  .490709
 89314 143     0.300000 1.321279 0.762841                              L .22 .985466  .362814    -7  1982   -34   738  2359  .360256
 89315 144     0.300000 1.628653 0.940304                              p .01 .984004  .309699   105  1551    80   871  2778  .306992
 89316 145     0.300000 1.934585 1.116934                              p .01 .986903  .279112    80  1404    43   618  2859  .276290
 89317 146     0.300000 2.370300 1.368494                              p .01 .987470  .254968   100  1204    22   572  2907  .252077
 89318 147     0.300000 3.065781 1.770030                              p .01 .988207  .239135    78   943    24   515  2838  .236317
 89319 181     0.300000 0.741620 0.000000                              L .22 .992246  .764826  -114  1227    13   320  4073  .760695
 89320 183     0.300000 1.367480 0.000000                              p .01 .986161  .390404   103  1015     3   724  1862  .388537
 89321 184     0.300000 1.724094 0.000000                              L .22 .985161  .326709   -63   953     8   738  2901  .323652
 89322 185     0.300000 2.078461 0.000000                              p .01 .985213  .289550   -93   788    82   756  2885  .286739
 89323 186     0.300000 2.582634 0.000000                              p .01 .988122  .260219   -27   810    30   522  2910  .257334
 89324 187     0.300000 3.386739 0.000000                              p .01 .989852  .240825    29   564     8   403  2871  .237958
 89325 102     0.400000 0.000000 1.400000                              p .01 .986786  .192317   -39   979    -5   664  2205  .190100
 89326 102     0.400000 0.000000 1.600000                              p .01 .985958  .121333   -29  1028     1   700  2136  .119191
 89327 104     0.400000 0.000000 2.300000                              p .01 .985283  .026579    14   829     1   693  2265  .024309
 89328 105     0.400000 0.000000 2.500000                              p .01 .985838  .015175   -44   834    33   653  2291  .012911
 89329 105     0.400000 0.000000 2.750000                              p .01 .986374  .004863   -81   823    30   612  2315  .002571
 89330 111     0.400000 0.207055 1.172741                              p .01 .987802  .324723    69  1057    -8   613  2482  .322227
 89331 112     0.400000 0.258819 1.365926                              p .01 .986285  .193392    73  1713   -53   710  2252  .191079
 89332 113     0.400000 0.362347 1.752296                              L .22 .984956  .080232  -372  2081    93   765  2174  .077980
 89333 114     0.400000 0.452933 2.090370                              p .01 .984963  .038369   -36  1521    51   723  2249  .036163
 89334 115     0.400000 0.543520 2.428444                              p .01 .985733  .015576    22  1410    21   664  2293  .013297
 89335 116     0.400000 0.672929 2.911407                              p .01 .987495 -.002096    -3  1125    15   525  2324 -.004410
 89336 121     0.400000 0.400000 1.092820                              p .01 .987697  .328056    -9  1073     9   624  2627  .325432
 89337 122     0.400000 0.500000 1.266025                              L .22 .985418  .196686   -60  1746    40   765  2387  .194168
 89338 122     0.400000 0.600000 1.439231                              L .22 .984753  .125464  -157  1990    67   797  2283  .123069
 89339 123     0.400000 0.700000 1.612436                              L .22 .984489  .082965   -36  2017    -1   797  2250  .080536
 89340 123     0.400000 0.800000 1.785641                              p .01 .983801  .055194   155  1605    23   837  2262  .052947
 89341 124     0.400000 0.875000 1.915545                              p .01 .984741  .040246    29  1551    82   748  2276  .038044
 89342 124     0.400000 0.950000 2.045449                              p .01 .985709  .028711    78  1397    49   665  2285  .026468
 89343 125     0.400000 1.050000 2.218654                              p .01 .986534  .016892    84  1391    10   600  2300  .014596
 89344 125     0.400000 1.175000 2.435160                              p .01 .987170  .006187    34  1336    23   552  2319  .003885
 89345 126     0.400000 1.500000 2.998077                              p .01 .988374 -.009200   -25  1206    39   463  2299 -.011464
 89346 127     0.400000 2.000000 3.864102                              p .01 .989028 -.016607   -10   765    21   411  2059 -.018649
 89347 131     0.400000 0.565685 0.965685                              p .01 .987058  .333948  -142  1158    43   681  2854  .331130
 89348 132     0.400000 0.707107 1.107107                              L .22 .985623  .202312   -60  1851    41   748  2595  .199591
 89349 133     0.400000 0.989950 1.389950                              L .22 .984144  .087512   126  1923   -21   820  2366  .084941
 89350 134     0.400000 1.237437 1.637437                              L .22 .983560  .044004   -41  1977  -132   828  2318  .041369
 89351 135     0.400000 1.484924 1.884924                              p .01 .986425  .019102    84  1432    33   610  2310  .016819
 89352 136     0.400000 1.838478 2.238478                              p .01 .987672 -.000226   -49  1278    75   515  2334 -.002490
 89353 141     0.400000 0.692820 0.800000                              L .22 .987225  .343516  -326   929    42   641  3139  .340276
 89354 142     0.400000 0.866025 0.900000                              p .01 .985873  .210857   169  1707   -66   741  2848  .207937
 89355 142     0.400000 1.039230 1.000000                              L .22 .984950  .138418  -229  1851    70   779  2654  .135659
 89356 143     0.400000 1.212436 1.100000                              L .22 .984171  .094365    47  1897   -25   816  2508  .091650
 89357 143     0.400000 1.385641 1.200000                              L .22 .983515  .065066    66  1912   -76   844  2413  .062387
 89358 144     0.400000 1.515545 1.275000                              L .22 .982929  .048917    58  1804   -92   870  2368  .046263
 89359 144     0.400000 1.645448 1.350000                              L .22 .982333  .036093  -109  1908  -115   898  2336  .033441
 89360 145     0.400000 2.035160 1.575000                              p .01 .987372  .010381   120  1278     6   538  2330  .008052
